,node2vec,gmvae,Unnamed: 0,label,type
637.0,"[-0.437283, -0.327194, 0.0281716, 0.223077, -0.395626, 0.419649, -0.961391, 0.107845, -0.85916, 1.58201, 1.49213, 1.76191, -0.607372, -0.783029, -4.01487, -1.00511]","[0.19191333651542664, -0.22161930799484253, -0.02451476827263832, -0.206472247838974, 0.6602746248245239, 0.8297920823097229, -0.3362616002559662, -0.2497245967388153, 1.459222674369812, 0.10373440384864807, 0.771060585975647, 0.43324413895606995, 0.1440042108297348, -0.3221243917942047, 1.12188720703125, -0.33227428793907166]",637,"Apparent mineralocorticoid excess, hypertension due to",Bone
640.0,"[-0.558785, -0.221534, 0.244165, 0.628614, -0.321916, 0.240951, -1.27755, -0.339225, -1.0274, 1.87057, 1.93235, 2.05062, -0.945907, -1.34403, -5.08008, -1.54909]","[-0.554350733757019, 0.09373471140861511, 1.2760937213897705, -0.12781964242458344, 1.1171468496322632, -0.05057606101036072, -0.3666720390319824, -0.18825973570346832, -0.37636932730674744, -0.7289012670516968, 0.25584882497787476, 1.1334753036499023, -0.6069478392601013, 0.20091621577739716, 0.053817979991436005, 0.7372017502784729]",640,Spastic ataxia/paraplegia,Neurological
643.0,"[-0.731482, -0.301596, 0.331907, 0.462606, -0.386202, 0.603009, -1.57913, -0.253048, -0.884256, 2.46496, 2.31797, 2.49675, -1.1099, -1.44716, -5.61044, -1.64194]","[-0.40266939997673035, 0.8498866558074951, -0.7639749050140381, 0.10570162534713745, -0.17773742973804474, 0.03944193571805954, -1.3817347288131714, -0.37473541498184204, 1.223071575164795, -1.3818507194519043, -0.27426427602767944, 1.3497955799102783, -0.8649499416351318, -0.26272088289260864, -0.10250231623649597, 0.5034616589546204]",643,Alcohol dependence,Unclassified
644.0,"[-0.686688, -0.27536, 0.301781, 0.414888, -0.37326, 0.563764, -1.53756, -0.223652, -0.881672, 2.40623, 2.28164, 2.47025, -1.07181, -1.38565, -5.56428, -1.58277]","[-1.1881729364395142, 0.7953979969024658, 0.7629519701004028, 0.1603206843137741, -0.6563289165496826, 0.028962478041648865, -1.1513482332229614, 0.7163574695587158, 1.0522631406784058, -0.8263217210769653, 0.5279397368431091, 1.1528205871582031, 0.5383408069610596, 0.4228705167770386, -0.17789418995380402, 1.2484863996505737]",644,Anorexia nervosa,Nutritional
645.0,"[-0.731258, -0.310294, 0.353463, 0.447065, -0.324549, 0.613623, -1.55866, -0.215377, -0.877919, 2.43567, 2.34133, 2.45762, -1.04143, -1.36074, -5.5017, -1.58263]","[-1.2558969259262085, 1.046966791152954, 0.9289624691009521, -0.060801632702350616, -0.26095613837242126, -0.10537034273147583, -1.3830490112304688, 0.8265490531921387, 0.8377258777618408, -0.48475703597068787, 0.8844264149665833, 1.0588881969451904, -0.20373846590518951, 0.518427848815918, -0.341821551322937, 1.2221388816833496]",645,Seasonal affective disorder,Psychiatric
661.0,"[-0.538624, -0.116145, 0.0905225, 0.623918, -0.278068, 0.228802, -0.743186, 0.0462895, -1.14827, 2.15506, 1.79092, 1.9863, -0.994903, -1.22784, -4.75696, -1.6193]","[-0.30908697843551636, 0.10813376307487488, 0.01272138673812151, -0.7242089509963989, -0.18102878332138062, -0.7286556363105774, 0.17226752638816833, 0.40999162197113037, -1.0555261373519897, -1.9774329662322998, 0.7231928706169128, -0.7192268371582031, -0.5888233184814453, 1.112026333808899, -0.3743988573551178, 0.6491897106170654]",661,Atopy,Immunological
663.0,"[-0.557713, -0.0312447, 0.201841, 0.371571, -0.136884, -0.0825096, -0.736339, 0.270567, -1.08682, 1.71899, 1.63452, 1.92634, -0.895965, -1.06515, -4.51556, -1.43396]","[0.3373773694038391, -0.010911405086517334, -1.3623875379562378, 0.25704750418663025, -0.8009657263755798, -0.49093323945999146, 0.15708638727664948, 1.2262916564941406, -0.015399985015392303, -0.8119796514511108, 1.0319256782531738, 0.1509038656949997, -0.4360028803348541, 0.6166702508926392, -0.470703661441803, -0.4258347153663635]",663,Graft-versus-host disease,Immunological
664.0,"[-0.419074, -0.193705, 0.136402, 0.477591, -0.190564, 0.130712, -0.50024, -0.0253665, -0.984463, 1.77485, 1.51797, 1.57027, -0.794005, -1.04424, -3.83629, -1.29769]","[-0.9765548706054688, 0.3921850323677063, 0.53705894947052, -0.23928958177566528, -0.06596677750349045, 0.23185062408447266, -0.9376270771026611, -0.130742609500885, -0.3661004304885864, 0.5253381133079529, -0.6586804389953613, -0.7635685205459595, -0.6183044910430908, -0.4887281656265259, -0.6859047412872314, 0.40721744298934937]",664,Allergic rhinitis,Immunological
665.0,"[-0.346463, -0.182592, -0.0492456, 0.330509, -0.196788, 0.216857, -0.836481, 0.320294, -0.960769, 1.27074, 1.39683, 1.42525, -0.546259, -0.719537, -3.75211, -1.09068]","[-1.4278016090393066, 0.8338771462440491, 0.8018748760223389, 0.2963868975639343, -0.6084539890289307, 0.2568637728691101, 1.5381046533584595, 1.1481653451919556, -0.4765790104866028, 0.2379988431930542, -0.6304807066917419, -0.30848318338394165, 0.8256048560142517, 1.1234123706817627, -0.5816506147384644, -0.13857917487621307]",665,Hyperproinsulinemia,Endocrine
667.0,"[-0.397396, -0.134521, -0.026403, 0.476454, -0.287386, 0.173576, -1.05045, 0.217761, -1.09751, 1.53851, 1.54734, 1.6957, -0.828262, -1.07028, -4.38677, -1.22223]","[-1.1411867141723633, 0.1992301493883133, 0.7404340505599976, -0.7346994876861572, 1.1865692138671875, 0.17812159657478333, 0.8092339038848877, 0.09697186946868896, 0.6684198975563049, 0.6918256282806396, -0.5516032576560974, 1.6184629201889038, 0.6983975768089294, 0.32806897163391113, 0.2611423432826996, 0.05002717301249504]",667,Leprechaunism,Developmental
668.0,"[-0.441104, -0.185373, -0.0518858, 0.484399, -0.271249, 0.204739, -1.10095, 0.189672, -1.09757, 1.53364, 1.62006, 1.63055, -0.78846, -1.06178, -4.34991, -1.21312]","[-1.1163219213485718, -0.027714364230632782, -0.863856852054596, 0.4491313695907593, -0.232031911611557, 0.5937251448631287, -0.41204124689102173, -0.9789842963218689, 0.02169584110379219, 0.02071334421634674, 0.1154528558254242, 0.12476605176925659, -0.9334616661071777, 0.7854361534118652, -0.13113807141780853, 1.105629324913025]",668,Rabson-Mendenhall syndrome,Multiple
669.0,"[-0.399547, -0.182177, -0.0519931, 0.389681, -0.297675, 0.279247, -0.999671, 0.332342, -1.10802, 1.51429, 1.59659, 1.65848, -0.80537, -0.904791, -4.39942, -1.24141]","[0.5293593406677246, 0.3328176736831665, -0.8842500448226929, -0.5927833318710327, 1.332932472229004, 1.1726878881454468, -0.8348044753074646, -0.09534409642219543, -0.6427507996559143, 0.6749267578125, 1.9368360042572021, -0.11406812071800232, 0.139182448387146, 0.7291530966758728, -0.10039395093917847, 0.22463811933994293]",669,Pancreatic agenesis,Gastrointestinal
670.0,"[-0.715826, -0.343726, 0.262393, 0.200209, -0.588697, -0.0165237, -1.30273, 0.00689916, -0.814596, 1.99955, 1.536, 1.56128, -0.773143, -1.17627, -4.66335, -1.30205]","[0.6652742028236389, 0.15337145328521729, 0.6770038604736328, 1.3718516826629639, 0.4802572727203369, -0.5142961144447327, 0.09890687465667725, -0.012290090322494507, 0.36082419753074646, 1.4746768474578857, -0.4460499584674835, 0.3550170361995697, -1.1493890285491943, -0.17822717130184174, 0.013972461223602295, 0.26705998182296753]",670,Macrocytic anemia,Hematological
671.0,"[-0.716043, -0.389894, 0.26519, 0.223099, -0.603897, -0.0053888, -1.26695, -0.00164861, -0.815915, 2.03684, 1.60293, 1.60843, -0.804175, -1.18552, -4.80279, -1.33142]","[0.3127974271774292, -0.21673078835010529, 0.5443660020828247, 1.5935349464416504, 0.749249279499054, -0.6915891170501709, 0.39089471101760864, -0.5123386979103088, 0.6233794689178467, 0.6293306946754456, -0.14739426970481873, 0.392986536026001, 0.10954320430755615, -0.27636268734931946, -0.2651689052581787, 0.04460567981004715]",671,Myelodysplastic syndrome,Muscular
680.0,"[-0.571341, 0.266609, 0.0936756, 0.530771, -0.203313, -0.188631, -1.38021, 0.328579, -0.844804, 1.7322, 1.90129, 1.62922, -1.10886, -0.931611, -4.59668, -1.32273]","[0.40524137020111084, 0.5982199907302856, 0.7839778661727905, 0.24839136004447937, 1.048993706703186, 0.6691207885742188, 0.004576385021209717, -0.35598430037498474, 0.4402969479560852, 0.7140560150146484, -0.03792143985629082, 0.425595223903656, -0.34504440426826477, 0.3114140033721924, 0.06655224412679672, 0.49123403429985046]",680,"Myelofibrosis, idiopathic",Hematological
681.0,"[-0.659799, 0.341784, 0.153398, 0.594183, -0.192234, -0.0851871, -1.47007, 0.409818, -1.00516, 2.02817, 2.12955, 1.78944, -1.16439, -0.980835, -5.35286, -1.57377]","[0.6746834516525269, -0.41075411438941956, 0.13253578543663025, 0.9745627641677856, 1.1453784704208374, 0.4278204143047333, 0.5960403680801392, -0.9020677804946899, 0.5701642632484436, 1.3877811431884766, -0.33644160628318787, 0.9938655495643616, 0.20731693506240845, -0.5237659215927124, 0.12343087792396545, -0.1718200296163559]",681,Polycythemia,Hematological
682.0,"[-0.601469, 0.288714, 0.125137, 0.547683, -0.164968, -0.147059, -1.31993, 0.322417, -0.837756, 1.78891, 1.91312, 1.63613, -1.09238, -0.916868, -4.61793, -1.35916]","[0.5935023427009583, 0.3164534270763397, 0.7375044226646423, 0.7732167840003967, 0.42451077699661255, 1.2421551942825317, 0.3146848976612091, -0.5444251298904419, 0.036748915910720825, 1.3391389846801758, -0.1012592688202858, 1.2016239166259766, 0.08653093874454498, 0.23698300123214722, -0.38907235860824585, 0.2806960344314575]",682,Thrombocythemia,Hematological
685.0,"[-0.98086, -0.412409, 0.265629, 0.0197559, -0.0914493, -0.0186805, -1.38117, -0.0790197, -1.23002, 2.12144, 2.21124, 2.40258, -0.754852, -0.997098, -5.27423, -1.4553]","[-0.42884278297424316, -0.13347043097019196, -0.28732192516326904, 0.23979933559894562, 0.35132139921188354, 0.6240036487579346, -0.23470701277256012, -0.08049070835113525, -0.2507765293121338, -0.02484525740146637, -0.7136824131011963, -0.4704652726650238, -1.3266273736953735, 0.9132093191146851, 0.04900471866130829, 1.1505554914474487]",685,Jervell and Lange-Nielsen syndrome,Multiple
686.0,"[-0.731341, -0.293588, 0.257881, 0.0203803, -0.0976136, 0.00911478, -1.14553, -0.0915383, -0.951178, 1.65289, 1.79042, 1.90412, -0.582717, -0.83789, -4.07169, -1.20357]","[0.28222957253456116, -0.36622509360313416, -0.39957794547080994, 0.08499126136302948, 0.35525763034820557, -0.016942471265792847, 0.4979831874370575, 0.5270510315895081, 0.22968971729278564, 1.1551134586334229, 0.283793181180954, -0.4311581254005432, -0.040631528943777084, -0.2951454818248749, 0.5544081330299377, 0.6403424143791199]",686,Acquired long QT syndrome,Cardiovascular
687.0,"[-0.319674, -0.116357, -0.00149434, 0.359361, -0.152744, 0.182411, -0.873277, 0.282161, -0.929652, 1.32236, 1.42999, 1.49057, -0.709141, -0.76577, -3.79328, -1.05884]","[-1.582571268081665, -0.04538804292678833, 0.9587754011154175, -1.4008842706680298, -0.02401275932788849, 0.6554361581802368, -0.2722528278827667, -0.8799466490745544, -0.6630721092224121, 0.3900699019432068, 0.41124337911605835, -0.1979975700378418, -0.7875591516494751, 0.8517014384269714, 0.6322404742240906, -0.09217089414596558]",687,Persistent hyperinsulinemic hypoglycemia of infancy,Metabolic
689.0,"[-0.520863, -0.482582, -0.0357906, 0.58608, -0.406234, 0.194368, -1.00805, 0.00387903, -1.06101, 1.46548, 1.61964, 1.47772, -0.925874, -0.763709, -3.80086, -1.51587]","[-0.9462100863456726, 0.7412018179893494, 0.7174374461174011, 0.34590357542037964, -0.13679417967796326, 0.1481945961713791, 0.13954003155231476, -0.16632041335105896, 1.1601250171661377, 0.08674873411655426, -0.22281630337238312, 0.3789064884185791, -0.07816998660564423, 0.6226800680160522, 0.8489529490470886, -0.6594594120979309]",689,Myokymia with neonatal epilepsy,Neurological
691.0,"[-0.61874, -0.0712515, 0.40895, 0.460943, -0.125081, -0.0427821, -1.00804, 0.0616056, -1.16584, 1.83771, 2.07021, 2.34163, -0.889985, -0.99633, -4.8619, -1.97792]","[1.3995369672775269, 0.17716215550899506, -0.04421483725309372, -0.24569784104824066, -0.38178032636642456, -0.19096294045448303, 0.25652095675468445, -0.6906485557556152, -0.9145959615707397, -1.0819289684295654, 0.42441752552986145, -0.7446443438529968, 0.023237258195877075, 0.284019410610199, -0.6756300330162048, 0.6270270943641663]",691,Gastrointestinal stromal tumor,Cancer
692.0,"[-0.592626, -0.119686, 0.418695, 0.516445, -0.263656, -0.0483345, -1.0763, 0.0429779, -1.09355, 1.81204, 1.96217, 2.1512, -0.856542, -1.0736, -4.79261, -1.94101]","[1.4902559518814087, -0.12755060195922852, -0.03167487680912018, -0.216843843460083, -0.6425617933273315, -0.7672203779220581, -0.7854067087173462, 0.032681822776794434, -0.8029928207397461, -1.7643083333969116, -0.40416932106018066, 0.20694267749786377, 0.22787564992904663, 0.03624424338340759, -0.7300803661346436, -0.3082253932952881]",692,Germ cell tumor,Cancer
693.0,"[-0.565034, -0.0192424, 0.338894, 0.476906, -0.212749, -0.144569, -1.00183, 0.0320105, -1.11807, 1.84973, 2.08843, 2.31203, -0.91914, -0.99532, -4.70354, -1.98977]","[1.289168357849121, -0.0024863258004188538, 0.3965034782886505, 0.03713532164692879, -0.7336515188217163, 0.05582709237933159, 0.3114079236984253, 0.5634772777557373, -0.12845385074615479, -1.718841552734375, 0.08783841878175735, -0.06282494962215424, 0.45670342445373535, 0.3259202539920807, -0.711881697177887, -0.18706394731998444]",693,Mast cell leukemia,Cancer
694.0,"[-0.605902, -0.0976485, 0.397641, 0.475022, -0.110608, -0.100319, -0.994927, 0.0466354, -1.11625, 1.74708, 2.10089, 2.28764, -0.861271, -0.979081, -4.82246, -2.02005]","[-1.0399311780929565, -0.3728211522102356, -0.3085712492465973, 0.7702937722206116, -0.5226720571517944, 0.13530007004737854, -0.2380847930908203, -0.27767521142959595, 0.15310309827327728, 0.5234968662261963, -0.8288737535476685, -0.22319991886615753, -0.32705092430114746, -0.2396870255470276, 0.23286855220794678, 0.2907094955444336]",694,Mastocytosis with associated hematologic disorder,Immunological
695.0,"[-0.584227, -0.0219546, 0.390482, 0.44547, -0.123465, -0.102278, -0.92116, 0.0536469, -1.04805, 1.74503, 1.96265, 2.23133, -0.872891, -0.974816, -4.66548, -1.91078]","[-0.5371130704879761, 1.3377164602279663, 0.4548863172531128, 0.109884113073349, 0.5565502047538757, -0.3453841507434845, 0.6813888549804688, -0.6001882553100586, -0.8225812911987305, -0.34160253405570984, 0.5048019886016846, 0.07195308804512024, 0.049013763666152954, 0.33433985710144043, 0.025870025157928467, 0.2651700973510742]",695,Piebaldism,Dermatological
701.0,"[-0.652506, -0.0218988, 0.28466, 0.382662, -0.0954827, 0.159055, -1.0161, -0.0677728, -0.758908, 1.76146, 1.44473, 1.93769, -0.7212, -0.993696, -4.43292, -1.52143]","[0.7677662372589111, -0.09437546133995056, 0.11573547124862671, 0.9682520627975464, -0.057097792625427246, 0.3518991470336914, -0.8813415765762329, -0.17270779609680176, 1.5871613025665283, -0.47153571248054504, 0.2755025327205658, 0.9460465908050537, -0.5361639261245728, -0.16825026273727417, -0.12294526398181915, -0.21880865097045898]",701,Stomach cancer,Cancer
702.0,"[-0.614674, 0.102733, 0.232974, 0.628114, -0.0408576, 0.348638, -1.20058, -0.412054, -0.954904, 2.15576, 2.43002, 2.06125, -1.37974, -1.10427, -5.38283, -1.68011]","[-0.306762158870697, 0.5067628622055054, 0.2977502942085266, -0.6169629096984863, 0.20658139884471893, -1.035630226135254, 0.6471725702285767, -0.3407343029975891, -0.3741303086280823, 0.019247984513640404, 0.8439948558807373, 0.9540096521377563, -0.6477958559989929, 0.26125484704971313, -0.4029829800128937, 0.36703401803970337]",702,Cyclic ichthyosis with epidermolytic hyperkeratosis,Dermatological
703.0,"[-0.695094, 0.0826351, 0.265318, 0.653084, -0.0736228, 0.359418, -1.23412, -0.454838, -1.0022, 2.26742, 2.58481, 2.14283, -1.49107, -1.1749, -5.68422, -1.74538]","[-0.3054732084274292, 0.8669175505638123, -0.02790895104408264, 0.047136008739471436, -0.6928401589393616, -0.9576687812805176, -0.37143123149871826, -0.3471773862838745, -1.2089693546295166, 0.25480321049690247, 0.2627719044685364, 0.08601701259613037, -0.2451556921005249, 0.049295321106910706, -0.11902879923582077, 0.5588351488113403]",703,Epidermolytic hyperkeratosis,Dermatological
704.0,"[-0.613178, 0.108431, 0.207324, 0.646444, -0.0723537, 0.388493, -1.1774, -0.390375, -0.968336, 2.13928, 2.42357, 2.04599, -1.3745, -1.09685, -5.40146, -1.68336]","[-0.5293793678283691, 0.47092318534851074, 0.27014389634132385, -0.7034777402877808, 0.4063175916671753, -0.9828991889953613, 1.095002293586731, -0.21622450649738312, -0.27058467268943787, 0.24321311712265015, -0.23338910937309265, 1.1737003326416016, -1.1112664937973022, 0.3308713138103485, 0.2767546474933624, -0.08819905668497086]",704,"Unna-Thost disease, nonepidermolytic",Dermatological
709.0,"[-0.478608, 0.137049, 0.182597, 0.63238, -0.0240102, 0.414765, -1.00648, -0.355379, -0.869995, 1.88197, 2.17886, 1.88076, -1.13031, -0.881597, -4.69847, -1.54131]","[-0.06930506974458694, 0.5364381074905396, 0.7733238339424133, -0.6816406846046448, -0.012114019133150578, -0.4132804870605469, 0.3917773365974426, -0.2138938456773758, -0.6736352443695068, -0.6882078647613525, -0.49940788745880127, 0.5571245551109314, -0.07007953524589539, 0.12795117497444153, 0.02476918324828148, 0.554155707359314]",709,"Nevus, epidermal, epidermolytic hyperkeratotic type",Dermatological
716.0,"[-0.549338, 0.0349228, 0.108408, 0.268337, -0.0990229, 0.355145, -1.17885, -0.352196, -0.959965, 1.53837, 1.91054, 1.41065, -0.892243, -0.825559, -4.1242, -1.06774]","[-0.6338183879852295, 0.42158153653144836, 0.21584996581077576, 0.30072304606437683, -0.47137778997421265, 0.07119394838809967, -0.5653474926948547, 0.9187602996826172, 0.02580922842025757, 0.5116263628005981, -0.40676647424697876, -0.3217925429344177, -0.5583357214927673, -0.44945210218429565, 1.0545825958251953, 0.6905365586280823]",716,Laryngoonychocutaneous syndrome,Multiple
736.0,"[-0.559085, -0.414915, 0.0358191, 0.416745, -0.189529, 0.137808, -1.14206, -0.258262, -1.29329, 1.71209, 1.69877, 1.78128, -0.864729, -1.38667, -4.52586, -1.43186]","[-0.7703356146812439, 1.17236328125, 0.9510999917984009, 0.1627339869737625, -0.70305335521698, 0.37307989597320557, -0.14789679646492004, -0.4455021023750305, -0.6752570271492004, 0.06656518578529358, -0.05682779848575592, -0.6808434724807739, -0.07819737493991852, 0.6359862089157104, 0.7805520296096802, -0.2853102385997772]",736,Lipodystrophy,Metabolic
742.0,"[-0.672016, -0.0825897, 0.310776, 0.301836, -0.658299, 0.239232, -1.33219, -0.148802, -1.21868, 2.13662, 2.04458, 2.53153, -1.42499, -1.14123, -5.5389, -1.90928]","[1.1061631441116333, -0.21390196681022644, 0.44841137528419495, -0.19720597565174103, -0.3331894874572754, 0.5309464335441589, 0.15979060530662537, -0.8942636251449585, -0.19536839425563812, -0.8159048557281494, -0.2711547017097473, -0.08267523348331451, 0.13193169236183167, -1.450566053390503, -2.097641944885254, -0.5628539323806763]",742,Lipoma,Cancer
743.0,"[-1.15168, -0.649102, 0.350082, 0.690872, -0.188934, 0.154314, -1.06569, -0.134123, -0.852402, 2.36732, 2.48648, 2.49236, -1.15093, -1.16966, -5.44327, -1.9726]","[0.3535739779472351, 1.321384072303772, -0.7226965427398682, 0.22554269433021545, 0.02356898784637451, -0.2598184049129486, 0.4075537621974945, -0.4841163754463196, 0.12173698842525482, -0.689445436000824, -0.12311568111181259, -0.11407268047332764, 0.32353025674819946, 0.26496750116348267, 0.11127182841300964, 0.6478729844093323]",743,Bone mineral density variability,Bone
744.0,"[-1.22212, -0.716831, 0.354242, 0.720629, -0.152583, 0.153352, -1.0958, -0.154606, -0.948561, 2.46583, 2.63066, 2.57861, -1.2246, -1.21642, -5.65003, -2.10992]","[0.4361920654773712, 0.5145825743675232, 0.20843565464019775, 0.647443950176239, -0.31784042716026306, 1.310418963432312, 0.33973225951194763, -1.3843220472335815, -0.006426572799682617, -0.7081226706504822, -0.018474653363227844, -1.0651391744613647, 0.6647862792015076, 0.33695030212402344, -0.8301504850387573, -0.4019058644771576]",744,Exudative vitreoretinopathy,Ophthamological
745.0,"[-1.15193, -0.664956, 0.350534, 0.704526, -0.149978, 0.175348, -1.07098, -0.147728, -0.895986, 2.38911, 2.48342, 2.47493, -1.15479, -1.16779, -5.36807, -2.00751]","[0.006375700235366821, 0.08280065655708313, 0.527596652507782, 0.40311598777770996, 1.2916662693023682, 0.48853355646133423, -0.37047556042671204, -1.170345664024353, 0.05290527641773224, -0.0343245267868042, 0.14751067757606506, 0.0025487467646598816, 0.7578630447387695, 0.34235015511512756, 0.4170622229576111, -0.6501938700675964]",745,"Hyperostosis, endosteal",Bone
746.0,"[-1.1437, -0.655193, 0.35989, 0.692934, -0.174906, 0.146439, -1.0588, -0.123954, -0.895093, 2.35998, 2.48285, 2.47506, -1.13134, -1.14332, -5.39197, -1.96901]","[-0.08574342727661133, -0.44136786460876465, 0.6860437393188477, 1.1297836303710938, 0.5200018882751465, 0.18967637419700623, 0.2759629487991333, -0.1791638433933258, -0.43913617730140686, -0.4925224184989929, -1.2717957496643066, -0.3755349814891815, 0.9174559116363525, 0.32324880361557007, -0.16148141026496887, -0.6551672220230103]",746,Osteoporosis-pseudoglioma syndrome,Bone
747.0,"[-1.14332, -0.64865, 0.340981, 0.717162, -0.22976, 0.155526, -1.05648, -0.107194, -0.868826, 2.35633, 2.43037, 2.50074, -1.11739, -1.16664, -5.42203, -1.96223]","[-0.179607093334198, 0.40311723947525024, 0.007699191570281982, 0.8006252646446228, 0.19377565383911133, -0.5444761514663696, -0.4184849262237549, -0.6455388069152832, -0.05498059093952179, 0.0692545473575592, 1.5790315866470337, -1.1114475727081299, 0.8248273134231567, 0.14183995127677917, 0.6885693073272705, 1.0767786502838135]",747,van Buchem disease,Unclassified
748.0,"[-0.747827, -0.0465598, 0.422445, 0.3197, -0.254416, 0.318184, -1.12317, 0.132916, -0.72097, 1.57326, 1.3095, 1.61222, -0.778632, -0.91815, -4.19943, -1.23246]","[0.4791989326477051, -0.8655911684036255, -0.34466278553009033, -0.7713741064071655, 0.8337262868881226, 0.07551677525043488, -0.8670841455459595, 0.8369443416595459, -0.6084622740745544, -1.0400532484054565, 0.36595863103866577, -0.3473648428916931, -0.005221959203481674, -0.8530228137969971, -0.27660003304481506, -0.43126678466796875]",748,Juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome,Cancer
751.0,"[-0.458164, -0.321101, 0.344844, 0.540563, -0.439287, 0.417318, -1.09592, 0.037473, -1.12034, 2.55038, 2.20349, 2.06073, -1.15924, -1.58564, -5.44265, -1.59663]","[-1.7033615112304688, 0.5312727093696594, -0.1379249393939972, -0.22478510439395905, 1.6070077419281006, 0.5624580979347229, -1.3486831188201904, -0.9013853073120117, -0.42649561166763306, 0.2598854601383209, -0.880009114742279, 0.5880360007286072, 0.010406583547592163, -0.03185331076383591, 0.4507927894592285, 0.29477325081825256]",751,Dementia,Neurological
752.0,"[-0.608687, -0.280919, 0.352909, 0.590863, -0.30227, 0.345711, -1.0539, -0.057532, -0.95205, 2.45977, 1.98726, 1.99467, -1.03159, -1.45453, -5.07792, -1.52675]","[-0.677203357219696, 1.019005537033081, 0.5395804047584534, -0.2669341266155243, -0.3032459020614624, -0.0715184137225151, 0.15293467044830322, -0.8677751421928406, -0.44057583808898926, -0.4025784730911255, -0.5466862320899963, 0.737406849861145, 0.8371458053588867, -0.08581940829753876, 1.1611343622207642, 0.2036929577589035]",752,Pallidopontonigral degeneration,Neurological
753.0,"[-0.664444, -0.282296, 0.371625, 0.590355, -0.308681, 0.31703, -1.06401, -0.0752563, -1.00373, 2.43101, 1.98965, 2.02718, -1.01029, -1.4923, -5.15583, -1.55825]","[-1.0505115985870361, 0.7195462584495544, 0.24971549212932587, -0.43558990955352783, 0.054802969098091125, 0.4932716190814972, -0.061790645122528076, -1.2191309928894043, -0.4278830289840698, -0.7542643547058105, 0.0706309825181961, 0.5879889726638794, 0.08005879819393158, 0.3053712248802185, 0.08835770189762115, -0.8734528422355652]",753,Supranuclear palsy,Neurological
754.0,"[-0.667076, -0.284828, 0.367884, 0.598596, -0.356101, 0.34086, -1.09471, -0.0693947, -0.979263, 2.45717, 1.97072, 2.02695, -1.06931, -1.46233, -5.22961, -1.53923]","[-0.8163244724273682, 0.40590375661849976, 0.11457161605358124, -0.23178313672542572, 0.3488903045654297, -0.9348620176315308, -0.9685599207878113, -0.6822509169578552, -0.5028043985366821, 0.12310442328453064, -0.2400866597890854, 0.9314379096031189, -0.3203657567501068, -0.211979940533638, 0.714809775352478, -0.11250518262386322]",754,Tauopathy and respiratory failure,Neurological
765.0,"[-0.890636, -0.390171, 0.0434125, 0.866827, -0.534755, 0.471144, -1.74332, -0.128996, -0.797237, 2.2675, 2.29487, 2.14553, -1.46504, -1.02558, -5.65506, -1.74662]","[-0.5803675651550293, 0.44788289070129395, -0.3374318778514862, -0.19902688264846802, -0.460297167301178, -0.45172247290611267, 0.12414216995239258, 0.4860277771949768, 0.15027418732643127, 0.5988559126853943, -1.0393452644348145, 0.009348481893539429, -0.19754663109779358, -0.3935554027557373, 0.07941886782646179, -0.14858883619308472]",765,Angelman syndrome,Developmental
766.0,"[-0.839396, -0.398713, -0.00906147, 0.892983, -0.512273, 0.425156, -1.65504, -0.113017, -0.826429, 2.27098, 2.29119, 2.14935, -1.5158, -1.03011, -5.66032, -1.78943]","[-0.8435981273651123, 0.13858020305633545, -0.4697294533252716, -0.6228272914886475, -0.23013809323310852, -0.7808718681335449, -0.003632873296737671, -0.5096412897109985, 0.05278884619474411, -0.34006136655807495, -0.9762168526649475, -0.7297519445419312, -0.6183861494064331, -0.7535508275032043, 0.24576899409294128, 0.033659428358078]",766,PPM-X syndrome,Neurological
767.0,"[-0.887574, -0.370969, 0.0266583, 0.931862, -0.523125, 0.481781, -1.73752, -0.0998749, -0.838511, 2.31517, 2.34358, 2.20812, -1.51849, -1.01857, -5.73148, -1.81887]","[-0.5378507971763611, 0.5740045309066772, -0.5149474143981934, -0.3711315989494324, 0.21440201997756958, -0.30950114130973816, 0.11179524660110474, -0.3564174175262451, 0.28469178080558777, 0.06316244602203369, -0.7792361974716187, -0.6750204563140869, 0.977364718914032, 0.06826262176036835, 0.5530121326446533, 0.16277146339416504]",767,Rett syndrome,Neurological
769.0,"[-0.661556, -0.103879, 0.330337, 0.35026, -0.765714, 0.301601, -1.43324, -0.197413, -1.2903, 2.17172, 2.15083, 2.51481, -1.55939, -1.20505, -5.76611, -1.84381]","[1.6293015480041504, -0.0042221397161483765, -0.3685656189918518, 0.1420515775680542, -0.7686925530433655, -0.2503097653388977, 0.3046291768550873, -0.3286098837852478, 0.12626978754997253, -1.096238613128662, -0.14012517035007477, -0.04954647272825241, -0.1386500597000122, -0.5293774604797363, -1.7647647857666016, 0.24470770359039307]",769,Adrenal adenoma,Cancer
